tradingsymbol,instrument_key
749RJ35,NSE_EQ|IN2920250163
3MINDIA,NSE_EQ|INE470A01017
775BTL28,NSE_EQ|INE403D08314
BLAL,NSE_EQ|INE0N7W01012
745BTL28,NSE_EQ|INE403D08280
642TN31,NSE_EQ|IN3120250128
740BTL29,NSE_EQ|INE403D08298
666TN35,NSE_EQ|IN3120250110
875BTL29,NSE_EQ|INE403D08264
60TN28,NSE_EQ|IN3120250102
SOUTHWEST,NSE_EQ|INE980Y01015
REXPIPES,NSE_EQ|INE00D001018
735BTL27,NSE_EQ|INE403D08272
JITFINFRA,NSE_EQ|INE863T01013
YUKEN,NSE_EQ|INE384C01016
MOTILALOFS,NSE_EQ|INE338I01027
PRIMO,NSE_EQ|INE607A01022
SGMART,NSE_EQ|INE385F01024
ORIENTTECH,NSE_EQ|INE0PPK01015
71WB45,NSE_EQ|IN3420240290
10IIFL29,NSE_EQ|INE866I08279
DAVANGERE,NSE_EQ|INE179G01029
694TN55,NSE_EQ|IN3120250094
ZEELEARN,NSE_EQ|INE565L01011
105IIFL29,NSE_EQ|INE866I08295
671TN35A,NSE_EQ|IN3120250045
890BTL31,NSE_EQ|INE403D08249
875BTL28,NSE_EQ|INE403D08256
654TN31,NSE_EQ|IN3120250037
MAYASHEEL,NSE_EQ|INE0ZTO01018
825BTL27,NSE_EQ|INE403D08223
JEYYAM,NSE_EQ|INE0RXB01022
679TN55,NSE_EQ|IN3120250029
865BTL27,NSE_EQ|INE403D08231
671TN35,NSE_EQ|IN3120250011
DIXON,NSE_EQ|INE935N01020
SJVN,NSE_EQ|INE002L01015
692TN45,NSE_EQ|IN3120250086
640TN32,NSE_EQ|IN3120250078
890BTL34,NSE_EQ|INE403D08215
GS220850C,NSE_EQ|IN000850C015
660TN35,NSE_EQ|IN3120250060
677TN40,NSE_EQ|IN3120250052
705UK32,NSE_EQ|IN3620240108
KIOCL,NSE_EQ|INE880L01014
HINDALCO,NSE_EQ|INE038A01020
SIMBHALS,NSE_EQ|INE748T01016
71WB47,NSE_EQ|IN3420240316
71WB46,NSE_EQ|IN3420240308
ROML,NSE_EQ|INE294G01026
BAJAJHCARE,NSE_EQ|INE411U01027
PIONEEREMB,NSE_EQ|INE156C01018
EMBDL,NSE_EQ|INE069I01010
KOTHARIPET,NSE_EQ|INE720A01015
MODINATUR,NSE_EQ|INE537F01012
DWARKESH,NSE_EQ|INE366A01041
SUBAHOTELS,NSE_EQ|INE0RYR01018
739UK30,NSE_EQ|IN3620240025
MUNJALSHOW,NSE_EQ|INE577A01027
75UK29,NSE_EQ|IN3620240017
ZEEMEDIA,NSE_EQ|INE966H01019
706UK30A,NSE_EQ|IN3620240041
705UK29,NSE_EQ|IN3620240033
8SMC29,NSE_EQ|INE05NX24023
LIQUIDETF,NSE_EQ|INF740KA1EU7
JPOLYINVST,NSE_EQ|INE147P01019
HUDCO,NSE_EQ|INE031A01017
8SMC30,NSE_EQ|INE05NX24031
717UK32,NSE_EQ|IN3620240090
FORCAS,NSE_EQ|INE0U2501017
CHETANA,NSE_EQ|INE0U1T01012
713UK32,NSE_EQ|IN3620240066
715UK30,NSE_EQ|IN3620240058
723UK32,NSE_EQ|IN3620240082
714UK32,NSE_EQ|IN3620240074
NORBTEAEXP,NSE_EQ|INE369C01017
GENUSPAPER,NSE_EQ|INE949P01018
BFINVEST,NSE_EQ|INE878K01010
LYKALABS,NSE_EQ|INE933A01014
769GA32A,NSE_EQ|IN1420220072
STEELXIND,NSE_EQ|INE503B01021
762GA32,NSE_EQ|IN1420220080
755GA32,NSE_EQ|IN1420220098
758GA37A,NSE_EQ|IN1420220031
769GA32,NSE_EQ|IN1420220049
774GA32,NSE_EQ|IN1420220056
783GA32,NSE_EQ|IN1420220064
KONTOR,NSE_EQ|INE0KZ301010
IRBIT,NSE_EQ|INE0C8K23012
RCF,NSE_EQ|INE027A01015
781GA32,NSE_EQ|IN1420220015
758GA37,NSE_EQ|IN1420220023
OSWALPUMPS,NSE_EQ|INE0BYP01024
VEEDOL,NSE_EQ|INE484C01030
PCJEWELLER,NSE_EQ|INE785M01021
IOC,NSE_EQ|INE242A01010
AARTIPHARM,NSE_EQ|INE0LRU01027
72CG34,NSE_EQ|IN3520240042
GOLDKART,NSE_EQ|INE06MH01016
714CG33,NSE_EQ|IN3520240034
703CG30,NSE_EQ|IN3520240026
70CG29,NSE_EQ|IN3520240018
SETL,NSE_EQ|INE0M4D01010
732CG37,NSE_EQ|IN3520240083
727CG35,NSE_EQ|IN3520240075
728CG34,NSE_EQ|IN3520240067
719CG35,NSE_EQ|IN3520240059
NURECA,NSE_EQ|INE0DSF01015
714CG32,NSE_EQ|IN3520240091
RHFL,NSE_EQ|INE217K01011
765BR32A,NSE_EQ|IN1320220024
765BR32,NSE_EQ|IN1320220016
753BR32,NSE_EQ|IN1320220040
762BR32,NSE_EQ|IN1320220032
755BR32,NSE_EQ|IN1320220065
PPLPHARMA,NSE_EQ|INE0DK501011
TARC,NSE_EQ|INE0EK901012
745BR32,NSE_EQ|IN1320220057
KSR,NSE_EQ|INE1SPP01016
CRAYONS,NSE_EQ|INE0OFK01019
INCREDIBLE,NSE_EQ|INE452L01012
OSWALAGRO,NSE_EQ|INE142A01012
MAPMYINDIA,NSE_EQ|INE0BV301023
GANECOS,NSE_EQ|INE845D01014
MADHUCON,NSE_EQ|INE378D01032
BIOFILCHEM,NSE_EQ|INE829A01014
MOTISONS,NSE_EQ|INE0FRK01020
BHARATRAS,NSE_EQ|INE838B01021
734WB39,NSE_EQ|IN3420240027
693HP31,NSE_EQ|IN1720210013
737WB40,NSE_EQ|IN3420240019
698HP32,NSE_EQ|IN1720210021
736WB40,NSE_EQ|IN3420240043
734WB42,NSE_EQ|IN3420240035
995ISF35,NSE_EQ|INE413U08168
693HP32,NSE_EQ|IN1720210054
AUSL,NSE_EQ|INE01YQ01013
995ISF28A,NSE_EQ|INE413U08150
692HP33,NSE_EQ|IN1720210062
950ISF35,NSE_EQ|INE413U08184
686HP30,NSE_EQ|IN1720210039
975ISF35,NSE_EQ|INE413U08176
GMDCLTD,NSE_EQ|INE131A01031
691HP31,NSE_EQ|IN1720210047
1048IIFL27,NSE_EQ|INE413U08119
995ISF28,NSE_EQ|INE413U08143
703HP31,NSE_EQ|IN1720210070
10IIFL26,NSE_EQ|INE413U08135
1077IIFL30,NSE_EQ|INE413U08127
714HP33,NSE_EQ|IN1720210088
SALONA,NSE_EQ|INE498E01010
UNIONBANK,NSE_EQ|INE692A01016
NIFTYADD,NSE_EQ|INF740KA1CL0
EMAMIREAL,NSE_EQ|INE778K01012
MONOLITH,NSE_EQ|INE1DV401010
TAJGVK,NSE_EQ|INE586B01026
MOHITIND,NSE_EQ|INE954E01012
CANFINHOME,NSE_EQ|INE477A01020
SSEGL,NSE_EQ|INE0RFP01011
CERA,NSE_EQ|INE739E01017
SOMICONVEY,NSE_EQ|INE323J01019
IVZINGOLD,NSE_EQ|INF205K01361
KPITTECH,NSE_EQ|INE04I401011
FORTIS,NSE_EQ|INE061F01013
ACCURACY,NSE_EQ|INE648Z01023
CPCAP,NSE_EQ|INE521J01018
711GJ33,NSE_EQ|IN1520240103
HDFCSILVER,NSE_EQ|INF179KC1DI2
736PFCL28,NSE_EQ|INE134E07349
CRAMC,NSE_EQ|INE218I01013
750TCSL28,NSE_EQ|INE729N07099
712UP32,NSE_EQ|IN3320210195
825TCSL27,NSE_EQ|INE729N07073
825TCSL28,NSE_EQ|INE729N07081
696UP31,NSE_EQ|IN3320210179
704UP31,NSE_EQ|IN3320210187
835TCSL27,NSE_EQ|INE729N07065
PRECAM,NSE_EQ|INE484I01029
693UP31,NSE_EQ|IN3320210153
693UP31A,NSE_EQ|IN3320210161
697UP31A,NSE_EQ|IN3320210138
699UP31B,NSE_EQ|IN3320210146
LTTS,NSE_EQ|INE010V01017
684UP31,NSE_EQ|IN3320210112
692UP31,NSE_EQ|IN3320210120
755TCSL28,NSE_EQ|INE729N07107
JUNIPER,NSE_EQ|INE696F01016
687UP31,NSE_EQ|IN3320210104
KINGFA,NSE_EQ|INE473D01015
SHOPERSTOP,NSE_EQ|INE498B01024
704GJ33,NSE_EQ|IN1520240095
BEL,NSE_EQ|INE263A01024
PSPPROJECT,NSE_EQ|INE488V01015
SHREMINVIT,NSE_EQ|INE0GTI23014
704GJ32,NSE_EQ|IN1520240087
705GJ29,NSE_EQ|IN1520240079
708GJ33,NSE_EQ|IN1520240061
705GJ31,NSE_EQ|IN1520240053
CARBORUNIV,NSE_EQ|INE120A01034
RECLTD,NSE_EQ|INE020B01018
682GJ27,NSE_EQ|IN1520240046
706GJ29,NSE_EQ|IN1520240038
705GJ28,NSE_EQ|IN1520240020
723GJ27,NSE_EQ|IN1520240012
TORNTPHARM,NSE_EQ|INE685A01028
SAHANA,NSE_EQ|INE0LEX01011
HITECHGEAR,NSE_EQ|INE127B01011
JLHL,NSE_EQ|INE682M01012
892PFCL33,NSE_EQ|INE134E07463
SRF,NSE_EQ|INE647A01010
867PFCL33,NSE_EQ|INE134E07455
689UP31,NSE_EQ|IN3320210096
697UP31,NSE_EQ|IN3320210070
698UP31,NSE_EQ|IN3320210088
699UP31A,NSE_EQ|IN3320210054
SURANASOL,NSE_EQ|INE272L01022
702UP31,NSE_EQ|IN3320210062
SABEVENTS,NSE_EQ|INE860T01019
699UP31,NSE_EQ|IN3320210039
701UP31,NSE_EQ|IN3320210047
688UP31A,NSE_EQ|IN3320210013
694UP31A,NSE_EQ|IN3320210021
LAL,NSE_EQ|INE740X01023
CUB,NSE_EQ|INE491A01021
SURANI,NSE_EQ|INE01ZJ01015
779JK51,NSE_EQ|IN4920250284
GPPL,NSE_EQ|INE517F01014
IFGLEXPOR,NSE_EQ|INE133Y01011
78JK46,NSE_EQ|IN4920250276
779JK41,NSE_EQ|IN4920250268
774JK46,NSE_EQ|IN4920250243
772JK43A,NSE_EQ|IN4920250235
768JK38,NSE_EQ|IN4920250250
BFUTILITIE,NSE_EQ|INE243D01012
767JK38,NSE_EQ|IN4920250219
762JK41,NSE_EQ|IN4920250227
76JK45,NSE_EQ|IN4920250201
718MH39,NSE_EQ|IN2220240468
719MH40,NSE_EQ|IN2220240476
PARIN,NSE_EQ|INE00U801010
771WB43,NSE_EQ|IN3420230143
771WB41,NSE_EQ|IN3420230135
RHETAN,NSE_EQ|INE0KKN01029
763WB38,NSE_EQ|IN3420230168
772WB37,NSE_EQ|IN3420230150
766WB43,NSE_EQ|IN3420230184
760PFCL35,NSE_EQ|INE134E07588
764WB43A,NSE_EQ|IN3420230176
735PFCL35,NSE_EQ|INE134E07570
767WB43,NSE_EQ|IN3420230192
KREBSBIO,NSE_EQ|INE268B01013
BOHRAIND,NSE_EQ|INE802W01023
HDFCSML250,NSE_EQ|INF179KC1FB2
TIRUPATI,NSE_EQ|INE238Y01018
762GA32A,NSE_EQ|IN1420220114
764GA38,NSE_EQ|IN1420220122
718JK45A,NSE_EQ|IN4920250086
764GA33,NSE_EQ|IN1420220130
684JK31A,NSE_EQ|IN4920250094
751JK40,NSE_EQ|IN4920250185
SULA,NSE_EQ|INE142Q01026
HDFCBSE500,NSE_EQ|INF179KC1EZ4
765JK37,NSE_EQ|IN4920250193
INVICTA,NSE_EQ|INE0XJ501010
746JK45,NSE_EQ|IN4920250177
765GA32,NSE_EQ|IN1420220106
741JK42,NSE_EQ|IN4920250169
739JK37A,NSE_EQ|IN4920250144
747JK40,NSE_EQ|IN4920250136
731JK45,NSE_EQ|IN4920250151
DIVINEHIRA,NSE_EQ|INE0NA501011
GLFL,NSE_EQ|INE540A01017
751JK45,NSE_EQ|IN4920250128
735JK40,NSE_EQ|IN4920250102
DCMNVL,NSE_EQ|INE08KP01019
782JK42,NSE_EQ|IN4920250110
767WB44,NSE_EQ|IN3420230200
748WB44,NSE_EQ|IN3420230226
UDS,NSE_EQ|INE851I01011
748WB43,NSE_EQ|IN3420230218
744WB44,NSE_EQ|IN3420230242
744WB41,NSE_EQ|IN3420230234
LAXMIINDIA,NSE_EQ|INE06WU01026
746WB46,NSE_EQ|IN3420230028
ALLTIME,NSE_EQ|INE0GV601021
747WB43,NSE_EQ|IN3420230010
736WB41,NSE_EQ|IN3420230044
736WB43,NSE_EQ|IN3420230036
74WB42,NSE_EQ|IN3420230069
730AS29,NSE_EQ|IN1220190095
741WB39,NSE_EQ|IN3420230051
727AS29,NSE_EQ|IN1220190087
SANDESH,NSE_EQ|INE583B01015
746WB39,NSE_EQ|IN3420230085
741WB42,NSE_EQ|IN3420230077
744WB42,NSE_EQ|IN3420230093
708JK46A,NSE_EQ|IN4920250060
714JK40,NSE_EQ|IN4920250078
684JK42,NSE_EQ|IN4920250045
722AS29,NSE_EQ|IN1220190103
72AS29,NSE_EQ|IN1220190111
642JK31,NSE_EQ|IN4920250037
642JK31A,NSE_EQ|IN4920250052
683JK42,NSE_EQ|IN4920250029
676JK31,NSE_EQ|IN4920250011
BILVYAPAR,NSE_EQ|INE071A01013
GANDHAR,NSE_EQ|INE717W01049
QUICKTOUCH,NSE_EQ|INE0K4D01020
SBCL,NSE_EQ|INE386D01027
HDFCQUAL,NSE_EQ|INF179KC1DL6
759WB39,NSE_EQ|IN3420230101
HDFCGROWTH,NSE_EQ|INF179KC1DJ0
779WB40,NSE_EQ|IN3420230127
HDFCVALUE,NSE_EQ|INF179KC1DK8
764WB43,NSE_EQ|IN3420230119
5PAISA,NSE_EQ|INE618L01018
HCLTECH,NSE_EQ|INE860A01027
725MH44,NSE_EQ|IN2220240203
HOMESFY,NSE_EQ|INE0N7F01017
722MH49,NSE_EQ|IN2220240211
NILKAMAL,NSE_EQ|INE310A01015
714MP43,NSE_EQ|IN2120240063
724AS30,NSE_EQ|IN1220190178
860HFL29,NSE_EQ|INE957N07773
715MP35,NSE_EQ|IN2120240071
718AS30,NSE_EQ|IN1220190160
SHREEOSFM,NSE_EQ|INE02S501018
715MP43,NSE_EQ|IN2120240089
8887HFL26,NSE_EQ|INE957N07799
69AS30,NSE_EQ|IN1220190194
GVKPIL,NSE_EQ|INE251H01024
719MP38,NSE_EQ|IN2120240097
711AS30,NSE_EQ|IN1220190186
718AS29,NSE_EQ|IN1220190129
722AS30,NSE_EQ|IN1220190152
726AS29,NSE_EQ|IN1220190137
702AS30,NSE_EQ|IN1220190202
705AS30,NSE_EQ|IN1220190210
695AS30,NSE_EQ|IN1220190228
720MH34,NSE_EQ|IN2220240187
726MP35,NSE_EQ|IN2120240014
724MH39,NSE_EQ|IN2220240195
728MP45,NSE_EQ|IN2120240022
726MP38,NSE_EQ|IN2120240030
DREAMFOLKS,NSE_EQ|INE0JS101016
722MP45,NSE_EQ|IN2120240048
SGBDE30III,NSE_EQ|IN0020220110
712MP36,NSE_EQ|IN2120240055
741GS2036,NSE_EQ|IN0020220102
727MH44,NSE_EQ|IN2220240120
710GR2028,NSE_EQ|IN0020220136
726MH49,NSE_EQ|IN2220240138
PREMIERENE,NSE_EQ|INE0BS701011
SWIGGY,NSE_EQ|INE00H001014
DUCOL,NSE_EQ|INE0LZO01015
722MH34,NSE_EQ|IN2220240104
726GS2033,NSE_EQ|IN0020220151
727MH39,NSE_EQ|IN2220240112
729GR2033,NSE_EQ|IN0020220144
722MH45,NSE_EQ|IN2220240161
722MH50,NSE_EQ|IN2220240179
SGBMAR31IV,NSE_EQ|IN0020220169
721MH35,NSE_EQ|IN2220240146
723MH40,NSE_EQ|IN2220240153
87HFL27,NSE_EQ|INE957N07815
74GS2062,NSE_EQ|IN0020220094
87HFL26,NSE_EQ|INE957N07807
736GS2052,NSE_EQ|IN0020220086
CHENNPETRO,NSE_EQ|INE178A01016
842HFL27,NSE_EQ|INE957N07823
MAHABANK,NSE_EQ|INE457A01014
780HFL27,NSE_EQ|INE957N07856
799HFL27,NSE_EQ|INE957N07849
MVGJL,NSE_EQ|INE0KNT01012
809HFL33,NSE_EQ|INE957N07864
726MP39,NSE_EQ|IN2120240188
727MP45,NSE_EQ|IN2120240196
REXPRO,NSE_EQ|INE113601012
720AS30,NSE_EQ|IN1220190236
LENSKART,NSE_EQ|INE956O01016
750AS30,NSE_EQ|IN1220190244
716MP44,NSE_EQ|IN2120240105
ELECTCAST,NSE_EQ|INE086A01029
730MH39,NSE_EQ|IN2220240088
717MP41,NSE_EQ|IN2120240113
733MH44,NSE_EQ|IN2220240096
INTLCONV,NSE_EQ|INE575C01027
FIBERWEB,NSE_EQ|INE296C01020
727MH34,NSE_EQ|IN2220240062
714MP45,NSE_EQ|IN2120240121
717MP38,NSE_EQ|IN2120240139
730MH38,NSE_EQ|IN2220240070
712MP47,NSE_EQ|IN2120240147
NAGREEKEXP,NSE_EQ|INE123B01028
716MP37A,NSE_EQ|IN2120240154
716MP40A,NSE_EQ|IN2120240162
CPPLUS,NSE_EQ|INE819V01029
718MP48A,NSE_EQ|IN2120240170
710GS2029,NSE_EQ|IN0020220011
743MH39,NSE_EQ|IN2220240013
SWELECTES,NSE_EQ|INE409B01013
738GS2027,NSE_EQ|IN0020220037
754GS2036,NSE_EQ|IN0020220029
MANAKALUCO,NSE_EQ|INE859Q01017
745MH41,NSE_EQ|IN2220240047
744MH42A,NSE_EQ|IN2220240054
SGBJUN30,NSE_EQ|IN0020220045
744MH41,NSE_EQ|IN2220240021
SACHEEROME,NSE_EQ|INE1ARD01016
SGBAUG30,NSE_EQ|IN0020220078
744MH42,NSE_EQ|IN2220240039
726GS2032,NSE_EQ|IN0020220060
APS,NSE_EQ|INE0P0001010
712MH36A,NSE_EQ|IN2220240401
PALASHSECU,NSE_EQ|INE471W01019
BGRENERGY,NSE_EQ|INE661I01014
717MH37,NSE_EQ|IN2220240443
718MH38,NSE_EQ|IN2220240450
712MH38A,NSE_EQ|IN2220240427
713MH37B,NSE_EQ|IN2220240419
714MH39,NSE_EQ|IN2220240435
UNIENTER,NSE_EQ|INE037A01022
HDFCLIQUID,NSE_EQ|INF179KC1JG3
SOUTHBANK,NSE_EQ|INE683A01023
722MP42,NSE_EQ|IN2120240220
ORICONENT,NSE_EQ|INE730A01022
723MP47,NSE_EQ|IN2120240238
REDINGTON,NSE_EQ|INE891D01026
714MP32,NSE_EQ|IN2120240246
718MP46,NSE_EQ|IN2120240253
718MP49,NSE_EQ|IN2120240261
714UP30,NSE_EQ|IN3320190207
705MP32,NSE_EQ|IN2120240279
635LT28,NSE_EQ|INE018A08BN0
702MP35,NSE_EQ|IN2120240287
720LT35,NSE_EQ|INE018A08BM2
SOBHA,NSE_EQ|INE671H01015
719LT34,NSE_EQ|INE018A08BL4
690UP30,NSE_EQ|IN3320190256
711MH38,NSE_EQ|IN2220240369
704UP30,NSE_EQ|IN3320190249
714MH43,NSE_EQ|IN2220240377
723DMEDL34,NSE_EQ|INE0J7Q07256
703UP30,NSE_EQ|IN3320190231
71MH32A,NSE_EQ|IN2220240344
755DDL39,NSE_EQ|INE0J7Q07249
691UP30,NSE_EQ|IN3320190223
713MH37A,NSE_EQ|IN2220240351
709UP30,NSE_EQ|IN3320190215
SYSTANGO,NSE_EQ|INE0O7R01011
73UP30,NSE_EQ|IN3320190280
MANAKSIA,NSE_EQ|INE015D01022
727MP48,NSE_EQ|IN2120240204
793UP30,NSE_EQ|IN3320190272
723MH41,NSE_EQ|IN2220240385
717MP31,NSE_EQ|IN2120240212
710UP30,NSE_EQ|IN3320190264
724MH44,NSE_EQ|IN2220240393
MHHL,NSE_EQ|INE450S01011
SIYSIL,NSE_EQ|INE076B01028
718UP30A,NSE_EQ|IN3320190199
NEOCHEM,NSE_EQ|INE21UM01018
722UP30,NSE_EQ|IN3320190181
SPLIL,NSE_EQ|INE978G01016
712MH38,NSE_EQ|IN2220240328
712MH43,NSE_EQ|IN2220240336
707MH32,NSE_EQ|IN2220240302
WINDLAS,NSE_EQ|INE0H5O01029
711MH36,NSE_EQ|IN2220240310
KOTARISUG,NSE_EQ|INE419A01022
TREJHARA,NSE_EQ|INE00CA01015
DHARIWAL,NSE_EQ|INE0YRN01025
685NL31,NSE_EQ|IN2620210012
UMESLTD,NSE_EQ|INE240C01028
WSI,NSE_EQ|INE100D01014
HDFCNIFIT,NSE_EQ|INF179KC1IA8
68NL31,NSE_EQ|IN2620210046
70NL31,NSE_EQ|IN2620210053
685NL31A,NSE_EQ|IN2620210020
697NL31,NSE_EQ|IN2620210038
DRSCARGO,NSE_EQ|INE0QZM01018
70NL31A,NSE_EQ|IN2620210061
HDFCPVTBAN,NSE_EQ|INF179KC1HZ7
734NL32,NSE_EQ|IN2620210079
719UP29,NSE_EQ|IN3320190132
725MH45,NSE_EQ|IN2220240245
HALEOSLABS,NSE_EQ|INE320X01016
HDFCSENSEX,NSE_EQ|INF179KC1HX2
728UP29,NSE_EQ|IN3320190124
726MH50,NSE_EQ|IN2220240252
HDFCNIFBAN,NSE_EQ|INF179KC1HY0
723MH35,NSE_EQ|IN2220240229
HDFCMOMENT,NSE_EQ|INF179KC1HV6
724MH40,NSE_EQ|IN2220240237
CAMPUS,NSE_EQ|INE278Y01022
HDFCPSUBK,NSE_EQ|INF179KC1HW4
718UP30,NSE_EQ|IN3320190173
713MH37,NSE_EQ|IN2220240286
RETAIL,NSE_EQ|INE03DD01011
HDFCMID150,NSE_EQ|INF179KC1HT0
716UP29,NSE_EQ|IN3320190165
HDFCLOWVOL,NSE_EQ|INF179KC1HU8
713MH43,NSE_EQ|IN2220240294
BHAGYANGR,NSE_EQ|INE458B01036
729UP29,NSE_EQ|IN3320190157
HDFCNIF100,NSE_EQ|INF179KC1HR4
71MH33,NSE_EQ|IN2220240260
HDFCNEXT50,NSE_EQ|INF179KC1HS2
TPLPLASTEH,NSE_EQ|INE413G01022
726UP29,NSE_EQ|IN3320190140
712MH36,NSE_EQ|IN2220240278
AJAXENGG,NSE_EQ|INE274Y01021
ALBERTDAVD,NSE_EQ|INE155C01010
FEDERALBNK,NSE_EQ|INE171A01029
AXISVALUE,NSE_EQ|INF846KA1119
SYLVANPLY,NSE_EQ|INE01IH01015
DRCSYSTEMS,NSE_EQ|INE03RS01027
759AP43,NSE_EQ|IN1020250511
RBLBANK,NSE_EQ|INE976G01028
771AP41,NSE_EQ|IN1020250537
768AP39,NSE_EQ|IN1020250529
753AP37,NSE_EQ|IN1020250545
KPEL,NSE_EQ|INE127T01021
NEWJAISA,NSE_EQ|INE0PW501021
VIVO,NSE_EQ|INE0IA701014
748AP35,NSE_EQ|IN1020250503
76AP44A,NSE_EQ|IN1020250479
76AP45,NSE_EQ|IN1020250487
759AP47,NSE_EQ|IN1020250495
754AP42,NSE_EQ|IN1020250438
753AP36A,NSE_EQ|IN1020250446
764AP40,NSE_EQ|IN1020250453
DYCL,NSE_EQ|INE600Y01019
761AP42,NSE_EQ|IN1020250461
JISLDVREQS,NSE_EQ|IN9175A01010
694WB36,NSE_EQ|IN3420210202
PERSISTENT,NSE_EQ|INE262H01021
705WB36A,NSE_EQ|IN3420210210
712WB36,NSE_EQ|IN3420210228
714WB32,NSE_EQ|IN3420210236
723WB32,NSE_EQ|IN3420210244
748WB37,NSE_EQ|IN3420210251
779AP51,NSE_EQ|IN1020250628
BANKINDIA,NSE_EQ|INE084A01016
717WB32,NSE_EQ|IN3420210269
746WB40,NSE_EQ|IN3420210277
GUJTHEM,NSE_EQ|INE942C01045
ASIANHOTNR,NSE_EQ|INE363A01022
74WB38,NSE_EQ|IN3420210285
STOVEKRAFT,NSE_EQ|INE00IN01015
712GA34A,NSE_EQ|IN1420240070
736WB32,NSE_EQ|IN3420210293
MANBA,NSE_EQ|INE939X01013
783AP43,NSE_EQ|IN1020250602
713GA34,NSE_EQ|IN1420240088
788AP46,NSE_EQ|IN1020250610
717GA35,NSE_EQ|IN1420240096
723GA34,NSE_EQ|IN1420240039
765AP43,NSE_EQ|IN1020250594
725GA35,NSE_EQ|IN1420240047
MOTHERSON,NSE_EQ|INE775A01035
712GA34,NSE_EQ|IN1420240054
KAJARIACER,NSE_EQ|INE217B01036
712GA35,NSE_EQ|IN1420240062
769AP42A,NSE_EQ|IN1020250552
KEI,NSE_EQ|INE878B01027
77AP47,NSE_EQ|IN1020250560
733GA39,NSE_EQ|IN1420240013
762AP39,NSE_EQ|IN1020250578
761AP41,NSE_EQ|IN1020250586
736GA34,NSE_EQ|IN1420240021
SASKEN,NSE_EQ|INE231F01020
MUKKA,NSE_EQ|INE0CG401037
765TMCV28,NSE_EQ|INE1TAE08023
765TMCV27,NSE_EQ|INE1TAE08015
JUSTDIAL,NSE_EQ|INE599M01018
69PY29,NSE_EQ|IN3820200027
WEL,NSE_EQ|INE02WG01024
575PY26,NSE_EQ|IN3820200035
652PY30,NSE_EQ|IN3820200043
XELPMOC,NSE_EQ|INE01P501012
AUROIMPEX,NSE_EQ|INE0NUL01018
ICIL,NSE_EQ|INE483B01026
AVSL,NSE_EQ|INE522V01011
762AP36,NSE_EQ|IN1020250305
SETFNIF50,NSE_EQ|INF200KA1FS1
687AP33,NSE_EQ|IN1020250230
688AP34A,NSE_EQ|IN1020250248
TIMKEN,NSE_EQ|INE325A01013
677AP31,NSE_EQ|IN1020250255
696AP33,NSE_EQ|IN1020250263
708AP40A,NSE_EQ|IN1020250206
680AP35,NSE_EQ|IN1020250214
IMC1,NSE_EQ|INE00QS24043
700AP37,NSE_EQ|IN1020250222
IMC1,NSE_EQ|INE00QS24027
IMC1,NSE_EQ|INE00QS24035
664PY32,NSE_EQ|IN3820200050
TVVISION,NSE_EQ|INE871L01013
ADDICTIVE,NSE_EQ|INE0RDH01021
686PY34,NSE_EQ|IN3820200084
696AP34,NSE_EQ|IN1020250271
698PY33,NSE_EQ|IN3820200092
748AP33,NSE_EQ|IN1020250289
748AP34,NSE_EQ|IN1020250297
RPGLIFE,NSE_EQ|INE105J01010
737AP34,NSE_EQ|IN1020250404
744AP35,NSE_EQ|IN1020250412
VR,NSE_EQ|INE0QQM01017
752AP37,NSE_EQ|IN1020250420
727AP36,NSE_EQ|IN1020250354
73AP37,NSE_EQ|IN1020250362
735AP36,NSE_EQ|IN1020250370
753AP40,NSE_EQ|IN1020250388
763AP37,NSE_EQ|IN1020250313
SRGHFL,NSE_EQ|INE559N01010
75AP45,NSE_EQ|IN1020250321
75AP46,NSE_EQ|IN1020250339
714AP33,NSE_EQ|IN1020250347
CREDITACC,NSE_EQ|INE741K01010
CAPITALSFB,NSE_EQ|INE646H01017
ASHIMASYN,NSE_EQ|INE440A01010
759AP44,NSE_EQ|IN1020250396
SBICARD,NSE_EQ|INE018E01016
699AR30,NSE_EQ|IN1120190039
OLAELEC,NSE_EQ|INE0LXG01040
720AR30,NSE_EQ|IN1120190047
678AP33,NSE_EQ|IN1020250016
679AP34A,NSE_EQ|IN1020250024
GMRAIRPORT,NSE_EQ|INE776C01039
UNIINFO,NSE_EQ|INE481Z01011
683AP34,NSE_EQ|IN1020250073
671AP35,NSE_EQ|IN1020250081
679AP36,NSE_EQ|IN1020250099
684AP37,NSE_EQ|IN1020250032
688AP40,NSE_EQ|IN1020250040
685AP41,NSE_EQ|IN1020250057
667AP32,NSE_EQ|IN1020250065
780BFL27,NSE_EQ|INE465A08038
POLICYBZR,NSE_EQ|INE417T01026
PRAKASHSTL,NSE_EQ|INE696K01024
LAMOSAIC,NSE_EQ|INE0R0201012
SUNLITE,NSE_EQ|INE0U2N01013
661AP34,NSE_EQ|IN1020250115
682AP36,NSE_EQ|IN1020250123
GLAND,NSE_EQ|INE068V01023
678AP37,NSE_EQ|IN1020250131
684AP38,NSE_EQ|IN1020250149
674AP37,NSE_EQ|IN1020250107
705AP39,NSE_EQ|IN1020250198
QUINTEGRA,NSE_EQ|INE033B01011
684AP39,NSE_EQ|IN1020250156
665AP33,NSE_EQ|IN1020250164
665AP34,NSE_EQ|IN1020250172
